route,route_name,stop_seq,stop,lat,lon,date,hour,is_peak,passengers,traffic,speed,delay,buses,wait_time,new_wait,load,new_load,overcrowded,new_overcrowded,seg_dist,cum_dist,travel_time,cum_travel_time,efficiency,total_buses_on_route,action,growth,rank,alert,alt_route
R1,Sitabuldi to Hingna MIDC,8,Ambazari Lake,21.1286919,79.0457448,2025-04-08,7,0,40,Low,31.0,0,1,5,5.0,0.67,0.67,0,0,2.62,10.584,5.07,27.9,31.0,4,Normal,0.143,48.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,9,VNIT Main Gate,21.1260843,79.0497523,2025-04-08,7,0,37,Low,37.1,2,1,5,5.0,0.62,0.62,0,0,0.507,11.091,0.82,28.72,18.55,4,Normal,-0.075,51.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,10,Bajaj Nagar,21.1275893,79.0615901,2025-04-08,7,0,38,Moderate,28.6,5,1,5,5.0,0.63,0.63,0,0,1.239,12.33,2.6,31.32,5.72,4,Normal,0.027,50.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,11,Laxmi Nagar,21.1254686,79.0639778,2025-04-08,7,0,40,Low,37.8,1,3,5,1.7,0.67,0.22,0,0,0.342,12.672,0.54,31.86,37.8,4,Normal,0.053,48.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,12,Subhash Nagar,21.1233162,79.0420532,2025-04-08,7,0,35,High,13.2,10,1,5,5.0,0.58,0.58,0,0,2.287,14.959,10.4,42.26,1.32,4,Normal,-0.125,53.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,13,Wadi T-Point,21.1491394,78.9777061,2025-04-08,7,0,39,Low,34.0,0,1,5,5.0,0.65,0.65,0,0,7.265,22.224,12.82,55.08,34.0,4,Normal,0.114,49.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,14,Hingna T-Point,21.1230151,79.0378219,2025-04-08,7,0,30,Moderate,20.1,6,2,5,2.5,0.5,0.25,0,0,6.878,29.102,20.53,75.61,3.35,4,Normal,-0.231,58.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,15,Hingna Village,21.0751769,78.9683723,2025-04-08,7,0,33,Low,34.0,0,1,5,5.0,0.55,0.55,0,0,8.956,38.058,15.8,91.41,34.0,4,Normal,0.1,55.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,16,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-08,7,0,45,Low,32.1,0,3,5,1.7,0.75,0.25,0,0,4.531,42.589,8.47,99.88,32.1,4,Normal,0.364,43.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,17,Hingna MIDC Phase 1,21.1100984,78.9908833,2025-04-08,7,0,53,High,14.4,10,2,5,2.5,0.88,0.44,0,0,0.0,42.589,0.0,99.88,1.44,4,Normal,0.178,35.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,18,Hingna MIDC Phase 2,21.1100984,78.9908833,2025-04-08,7,0,49,High,14.9,15,1,5,5.0,0.82,0.82,0,0,0.0,42.589,0.0,99.88,0.99,4,Normal,-0.075,39.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,19,Hingna MIDC Bus Stop (Final),21.1100984,78.9908833,2025-04-08,7,0,42,Moderate,28.9,5,1,5,5.0,0.7,0.7,0,0,0.0,42.589,0.0,99.88,5.78,4,Normal,-0.143,46.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,1,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-08,8,1,68,High,14.8,12,4,10,2.5,1.13,0.28,1,0,0.0,0.0,0.0,0.0,1.23,4,Add Bus,0.619,20.0,Bus Full,Same Route
R1,Sitabuldi to Hingna MIDC,2,RBI Square / Variety Square,21.146596600000002,79.08227155,2025-04-08,8,1,74,High,17.2,12,4,10,2.5,1.2,0.31,1,0,0.573,0.573,2.0,2.0,1.43,4,Add Bus,0.088,14.0,Bus Full,Same Route
R1,Sitabuldi to Hingna MIDC,3,Morris College T-Point,21.1517454,79.0820588,2025-04-08,8,1,48,Very High,11.1,23,3,10,3.3,0.8,0.27,0,0,0.573,1.146,3.1,5.1,0.48,4,Reroute,-0.351,40.0,Seats Available,Use R3
R1,Sitabuldi to Hingna MIDC,4,Jhansi Rani Square,21.141582399999997,79.06463595,2025-04-08,8,1,65,Very High,8.9,20,3,10,3.3,1.08,0.36,1,0,2.131,3.277,14.37,19.47,0.44,4,Add Bus,0.354,23.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,5,Dharampeth College,21.1314194,79.0472131,2025-04-08,8,1,50,High,15.2,18,2,10,5.0,0.83,0.42,0,0,2.131,5.408,8.41,27.88,0.84,4,Increase Frequency,-0.231,38.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,6,Dharampeth,21.1409684,79.0624344,2025-04-08,8,1,56,High,18.1,13,4,10,2.5,0.93,0.23,0,0,1.903,7.311,6.31,34.19,1.39,4,Normal,0.12,32.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,7,Law College Square,21.1468151,79.0618908,2025-04-08,8,1,56,High,12.1,17,2,10,5.0,0.93,0.47,0,0,0.653,7.964,3.24,37.43,0.71,4,Increase Frequency,0.0,32.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,8,Ambazari Lake,21.1286919,79.0457448,2025-04-08,8,1,51,Very High,14.6,18,4,10,2.5,0.85,0.21,0,0,2.62,10.584,10.77,48.2,0.81,4,Reroute,-0.089,37.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,9,VNIT Main Gate,21.1260843,79.0497523,2025-04-08,8,1,52,High,17.4,15,3,10,3.3,0.87,0.29,0,0,0.507,11.091,1.75,49.95,1.16,4,Normal,0.02,36.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,10,Bajaj Nagar,21.1275893,79.0615901,2025-04-08,8,1,54,Very High,11.3,26,3,10,3.3,0.9,0.3,0,0,1.239,12.33,6.58,56.53,0.43,4,Reroute,0.038,34.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,11,Laxmi Nagar,21.1254686,79.0639778,2025-04-08,8,1,59,Very High,12.0,14,3,10,3.3,0.98,0.33,0,0,0.342,12.672,1.71,58.24,0.86,4,Reroute,0.093,29.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,12,Subhash Nagar,21.1233162,79.0420532,2025-04-08,8,1,56,Very High,13.1,24,2,10,5.0,0.93,0.47,0,0,2.287,14.959,10.47,68.71,0.55,4,Reroute,-0.051,32.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,13,Wadi T-Point,21.1491394,78.9777061,2025-04-08,8,1,48,Very High,14.4,28,2,10,5.0,0.8,0.4,0,0,7.265,22.224,30.27,98.98,0.51,4,Reroute,-0.143,40.0,Seats Available,Use R3
R1,Sitabuldi to Hingna MIDC,14,Hingna T-Point,21.1230151,79.0378219,2025-04-08,8,1,58,High,18.5,18,2,10,5.0,0.97,0.48,0,0,6.878,29.102,22.31,121.29,1.03,4,Increase Frequency,0.208,30.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,15,Hingna Village,21.0751769,78.9683723,2025-04-08,8,1,56,High,13.4,12,2,10,5.0,0.93,0.47,0,0,8.956,38.058,40.1,161.39,1.12,4,Normal,-0.034,32.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,16,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-08,8,1,63,Very High,8.5,24,3,10,3.3,1.05,0.35,1,0,4.531,42.589,31.98,193.37,0.35,4,Add Bus,0.125,25.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,17,Hingna MIDC Phase 1,21.1100984,78.9908833,2025-04-08,8,1,69,High,18.9,16,2,10,5.0,1.15,0.57,1,0,0.0,42.589,0.0,193.37,1.18,4,Add Bus,0.095,19.0,Bus Full,Same Route
R1,Sitabuldi to Hingna MIDC,18,Hingna MIDC Phase 2,21.1100984,78.9908833,2025-04-08,8,1,87,Very High,13.8,21,2,10,5.0,1.2,0.72,1,0,0.0,42.589,0.0,193.37,0.66,4,Add Bus,0.261,1.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,19,Hingna MIDC Bus Stop (Final),21.1100984,78.9908833,2025-04-08,8,1,80,Very High,11.3,25,4,10,2.5,1.2,0.33,1,0,0.0,42.589,0.0,193.37,0.45,4,Add Bus,-0.08,8.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,1,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-08,9,1,75,High,15.2,11,4,10,2.5,1.2,0.31,1,0,0.0,0.0,0.0,0.0,1.38,4,Add Bus,-0.062,13.0,Bus Full,Same Route
R1,Sitabuldi to Hingna MIDC,2,RBI Square / Variety Square,21.146596600000002,79.08227155,2025-04-08,9,1,70,Very High,14.2,20,4,10,2.5,1.17,0.29,1,0,0.573,0.573,2.42,2.42,0.71,4,Add Bus,-0.067,18.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,3,Morris College T-Point,21.1517454,79.0820588,2025-04-08,9,1,54,High,12.6,16,4,10,2.5,0.9,0.22,0,0,0.573,1.146,2.73,5.15,0.79,4,Increase Frequency,-0.229,34.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,4,Jhansi Rani Square,21.141582399999997,79.06463595,2025-04-08,9,1,64,Very High,14.9,19,2,10,5.0,1.07,0.53,1,0,2.131,3.277,8.58,13.73,0.78,4,Add Bus,0.185,24.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,5,Dharampeth College,21.1314194,79.0472131,2025-04-08,9,1,54,High,13.2,17,2,10,5.0,0.9,0.45,0,0,2.131,5.408,9.69,23.42,0.78,4,Increase Frequency,-0.156,34.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,6,Dharampeth,21.1409684,79.0624344,2025-04-08,9,1,57,Very High,13.1,14,3,10,3.3,0.95,0.32,0,0,1.903,7.311,8.72,32.14,0.94,4,Reroute,0.056,31.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,7,Law College Square,21.1468151,79.0618908,2025-04-08,9,1,54,High,15.8,17,3,10,3.3,0.9,0.3,0,0,0.653,7.964,2.48,34.62,0.93,4,Increase Frequency,-0.053,34.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,8,Ambazari Lake,21.1286919,79.0457448,2025-04-08,9,1,48,Very High,13.6,25,2,10,5.0,0.8,0.4,0,0,2.62,10.584,11.56,46.18,0.54,4,Reroute,-0.111,40.0,Seats Available,Use R3
R1,Sitabuldi to Hingna MIDC,9,VNIT Main Gate,21.1260843,79.0497523,2025-04-08,9,1,56,High,12.2,18,4,10,2.5,0.93,0.23,0,0,0.507,11.091,2.49,48.67,0.68,4,Increase Frequency,0.167,32.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,10,Bajaj Nagar,21.1275893,79.0615901,2025-04-08,9,1,56,High,18.0,13,2,10,5.0,0.93,0.47,0,0,1.239,12.33,4.13,52.8,1.38,4,Normal,0.0,32.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,11,Laxmi Nagar,21.1254686,79.0639778,2025-04-08,9,1,50,High,18.1,10,2,10,5.0,0.83,0.42,0,0,0.342,12.672,1.13,53.93,1.81,4,Normal,-0.107,38.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,12,Subhash Nagar,21.1233162,79.0420532,2025-04-08,9,1,57,Very High,8.0,16,3,10,3.3,0.95,0.32,0,0,2.287,14.959,17.15,71.08,0.5,4,Reroute,0.14,31.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,13,Wadi T-Point,21.1491394,78.9777061,2025-04-08,9,1,46,Very High,13.2,21,3,10,3.3,0.77,0.26,0,0,7.265,22.224,33.02,104.1,0.63,4,Reroute,-0.193,42.0,Seats Available,Use R3
R1,Sitabuldi to Hingna MIDC,14,Hingna T-Point,21.1230151,79.0378219,2025-04-08,9,1,56,High,13.4,9,3,10,3.3,0.93,0.31,0,0,6.878,29.102,30.8,134.9,1.49,4,Normal,0.217,32.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,15,Hingna Village,21.0751769,78.9683723,2025-04-08,9,1,52,High,14.0,15,2,10,5.0,0.87,0.43,0,0,8.956,38.058,38.38,173.28,0.93,4,Normal,-0.071,36.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,16,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-08,9,1,69,High,16.6,15,4,10,2.5,1.15,0.29,1,0,4.531,42.589,16.38,189.66,1.11,4,Add Bus,0.327,19.0,Bus Full,Same Route
R1,Sitabuldi to Hingna MIDC,17,Hingna MIDC Phase 1,21.1100984,78.9908833,2025-04-08,9,1,85,Very High,13.5,17,2,10,5.0,1.2,0.71,1,0,0.0,42.589,0.0,189.66,0.79,4,Add Bus,0.232,3.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,18,Hingna MIDC Phase 2,21.1100984,78.9908833,2025-04-08,9,1,74,High,15.6,17,2,10,5.0,1.2,0.62,1,0,0.0,42.589,0.0,189.66,0.92,4,Add Bus,-0.129,14.0,Bus Full,Same Route
R1,Sitabuldi to Hingna MIDC,19,Hingna MIDC Bus Stop (Final),21.1100984,78.9908833,2025-04-08,9,1,67,Very High,12.6,17,4,10,2.5,1.12,0.28,1,0,0.0,42.589,0.0,189.66,0.74,4,Add Bus,-0.095,21.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,1,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-08,12,0,50,Low,33.9,0,3,5,1.7,0.83,0.28,0,0,0.0,0.0,0.0,0.0,33.9,4,Normal,-0.254,38.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,2,RBI Square / Variety Square,21.146596600000002,79.08227155,2025-04-08,12,0,50,Moderate,24.4,7,3,5,1.7,0.83,0.28,0,0,0.573,0.573,1.41,1.41,3.49,4,Normal,0.0,38.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,3,Morris College T-Point,21.1517454,79.0820588,2025-04-08,12,0,33,Moderate,29.5,4,2,5,2.5,0.55,0.28,0,0,0.573,1.146,1.17,2.58,7.38,4,Normal,-0.34,55.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,4,Jhansi Rani Square,21.141582399999997,79.06463595,2025-04-08,12,0,50,Low,33.2,3,2,5,2.5,0.83,0.42,0,0,2.131,3.277,3.85,6.43,11.07,4,Normal,0.515,38.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,5,Dharampeth College,21.1314194,79.0472131,2025-04-08,12,0,44,Moderate,25.0,4,2,5,2.5,0.73,0.37,0,0,2.131,5.408,5.11,11.54,6.25,4,Normal,-0.12,44.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,6,Dharampeth,21.1409684,79.0624344,2025-04-08,12,0,45,Moderate,27.1,5,1,5,5.0,0.75,0.75,0,0,1.903,7.311,4.21,15.75,5.42,4,Normal,0.023,43.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,7,Law College Square,21.1468151,79.0618908,2025-04-08,12,0,36,Low,33.3,0,1,5,5.0,0.6,0.6,0,0,0.653,7.964,1.18,16.93,33.3,4,Normal,-0.2,52.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,8,Ambazari Lake,21.1286919,79.0457448,2025-04-08,12,0,43,Moderate,21.8,4,1,5,5.0,0.72,0.72,0,0,2.62,10.584,7.21,24.14,5.45,4,Normal,0.194,45.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,9,VNIT Main Gate,21.1260843,79.0497523,2025-04-08,12,0,38,Moderate,24.1,7,1,5,5.0,0.63,0.63,0,0,0.507,11.091,1.26,25.4,3.44,4,Normal,-0.116,50.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,10,Bajaj Nagar,21.1275893,79.0615901,2025-04-08,12,0,36,Moderate,26.2,6,2,5,2.5,0.6,0.3,0,0,1.239,12.33,2.84,28.24,4.37,4,Normal,-0.053,52.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,11,Laxmi Nagar,21.1254686,79.0639778,2025-04-08,12,0,29,Moderate,21.5,4,1,5,5.0,0.48,0.48,0,0,0.342,12.672,0.95,29.19,5.38,4,Normal,-0.194,59.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,12,Subhash Nagar,21.1233162,79.0420532,2025-04-08,12,0,43,Moderate,26.0,3,1,5,5.0,0.72,0.72,0,0,2.287,14.959,5.28,34.47,8.67,4,Normal,0.483,45.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,13,Wadi T-Point,21.1491394,78.9777061,2025-04-08,12,0,31,Moderate,25.4,4,1,5,5.0,0.52,0.52,0,0,7.265,22.224,17.16,51.63,6.35,4,Normal,-0.279,57.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,14,Hingna T-Point,21.1230151,79.0378219,2025-04-08,12,0,34,Low,36.1,0,2,5,2.5,0.57,0.28,0,0,6.878,29.102,11.43,63.06,36.1,4,Normal,0.097,54.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,15,Hingna Village,21.0751769,78.9683723,2025-04-08,12,0,40,Low,32.6,1,1,5,5.0,0.67,0.67,0,0,8.956,38.058,16.48,79.54,32.6,4,Normal,0.176,48.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,16,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-08,12,0,47,Moderate,26.2,3,3,5,1.7,0.78,0.26,0,0,4.531,42.589,10.38,89.92,8.73,4,Normal,0.175,41.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,17,Hingna MIDC Phase 1,21.1100984,78.9908833,2025-04-08,12,0,46,Moderate,29.3,6,1,5,5.0,0.77,0.77,0,0,0.0,42.589,0.0,89.92,4.88,4,Normal,-0.021,42.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,18,Hingna MIDC Phase 2,21.1100984,78.9908833,2025-04-08,12,0,44,Low,37.2,3,1,5,5.0,0.73,0.73,0,0,0.0,42.589,0.0,89.92,12.4,4,Normal,-0.043,44.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,19,Hingna MIDC Bus Stop (Final),21.1100984,78.9908833,2025-04-08,12,0,45,Moderate,29.0,3,2,5,2.5,0.75,0.38,0,0,0.0,42.589,0.0,89.92,9.67,4,Normal,0.023,43.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,1,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-08,15,0,51,Low,31.9,2,2,5,2.5,0.85,0.42,0,0,0.0,0.0,0.0,0.0,15.95,4,Normal,0.133,37.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,2,RBI Square / Variety Square,21.146596600000002,79.08227155,2025-04-08,15,0,42,Low,39.0,0,1,5,5.0,0.7,0.7,0,0,0.573,0.573,0.88,0.88,39.0,4,Normal,-0.176,46.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,3,Morris College T-Point,21.1517454,79.0820588,2025-04-08,15,0,33,Low,32.2,3,2,5,2.5,0.55,0.28,0,0,0.573,1.146,1.07,1.95,10.73,4,Normal,-0.214,55.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,4,Jhansi Rani Square,21.141582399999997,79.06463595,2025-04-08,15,0,53,Moderate,21.2,3,2,5,2.5,0.88,0.44,0,0,2.131,3.277,6.03,7.98,7.07,4,Normal,0.606,35.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,5,Dharampeth College,21.1314194,79.0472131,2025-04-08,15,0,37,Moderate,28.0,5,1,5,5.0,0.62,0.62,0,0,2.131,5.408,4.57,12.55,5.6,4,Normal,-0.302,51.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,6,Dharampeth,21.1409684,79.0624344,2025-04-08,15,0,29,Moderate,22.0,7,3,5,1.7,0.48,0.16,0,0,1.903,7.311,5.19,17.74,3.14,4,Normal,-0.216,59.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,7,Law College Square,21.1468151,79.0618908,2025-04-08,15,0,40,Low,34.5,2,2,5,2.5,0.67,0.33,0,0,0.653,7.964,1.14,18.88,17.25,4,Normal,0.379,48.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,8,Ambazari Lake,21.1286919,79.0457448,2025-04-08,15,0,38,Low,37.1,1,2,5,2.5,0.63,0.32,0,0,2.62,10.584,4.24,23.12,37.1,4,Normal,-0.05,50.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,9,VNIT Main Gate,21.1260843,79.0497523,2025-04-08,15,0,36,Low,33.3,2,3,5,1.7,0.6,0.2,0,0,0.507,11.091,0.91,24.03,16.65,4,Normal,-0.053,52.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,10,Bajaj Nagar,21.1275893,79.0615901,2025-04-08,15,0,37,Low,38.0,1,3,5,1.7,0.62,0.21,0,0,1.239,12.33,1.96,25.99,38.0,4,Normal,0.028,51.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,11,Laxmi Nagar,21.1254686,79.0639778,2025-04-08,15,0,38,Low,35.7,2,2,5,2.5,0.63,0.32,0,0,0.342,12.672,0.57,26.56,17.85,4,Normal,0.027,50.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,12,Subhash Nagar,21.1233162,79.0420532,2025-04-08,15,0,39,Low,39.2,0,2,5,2.5,0.65,0.32,0,0,2.287,14.959,3.5,30.06,39.2,4,Normal,0.026,49.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,13,Wadi T-Point,21.1491394,78.9777061,2025-04-08,15,0,37,Low,35.3,3,2,5,2.5,0.62,0.31,0,0,7.265,22.224,12.35,42.41,11.77,4,Normal,-0.051,51.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,14,Hingna T-Point,21.1230151,79.0378219,2025-04-08,15,0,35,Moderate,23.4,7,2,5,2.5,0.58,0.29,0,0,6.878,29.102,17.64,60.05,3.34,4,Normal,-0.054,53.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,15,Hingna Village,21.0751769,78.9683723,2025-04-08,15,0,37,Moderate,25.6,4,2,5,2.5,0.62,0.31,0,0,8.956,38.058,20.99,81.04,6.4,4,Normal,0.057,51.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,16,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-08,15,0,46,Low,35.1,2,2,5,2.5,0.77,0.38,0,0,4.531,42.589,7.75,88.79,17.55,4,Normal,0.243,42.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,17,Hingna MIDC Phase 1,21.1100984,78.9908833,2025-04-08,15,0,57,Moderate,22.5,3,1,5,5.0,0.95,0.95,0,0,0.0,42.589,0.0,88.79,7.5,4,Normal,0.239,31.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,18,Hingna MIDC Phase 2,21.1100984,78.9908833,2025-04-08,15,0,42,Moderate,21.1,5,3,5,1.7,0.7,0.23,0,0,0.0,42.589,0.0,88.79,4.22,4,Normal,-0.263,46.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,19,Hingna MIDC Bus Stop (Final),21.1100984,78.9908833,2025-04-08,15,0,48,Low,33.9,3,3,5,1.7,0.8,0.27,0,0,0.0,42.589,0.0,88.79,11.3,4,Normal,0.143,40.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,1,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-08,18,1,68,High,12.5,9,2,10,5.0,1.13,0.57,1,0,0.0,0.0,0.0,0.0,1.39,4,Add Bus,0.417,20.0,Bus Full,Same Route
R1,Sitabuldi to Hingna MIDC,2,RBI Square / Variety Square,21.146596600000002,79.08227155,2025-04-08,18,1,74,High,18.0,18,4,10,2.5,1.2,0.31,1,0,0.573,0.573,1.91,1.91,1.0,4,Add Bus,0.088,14.0,Bus Full,Same Route
R1,Sitabuldi to Hingna MIDC,3,Morris College T-Point,21.1517454,79.0820588,2025-04-08,18,1,48,High,19.4,15,2,10,5.0,0.8,0.4,0,0,0.573,1.146,1.77,3.68,1.29,4,Normal,-0.351,40.0,Seats Available,Same Route
R1,Sitabuldi to Hingna MIDC,4,Jhansi Rani Square,21.141582399999997,79.06463595,2025-04-08,18,1,68,Very High,8.7,25,2,10,5.0,1.13,0.57,1,0,2.131,3.277,14.7,18.38,0.35,4,Add Bus,0.417,20.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,5,Dharampeth College,21.1314194,79.0472131,2025-04-08,18,1,49,Very High,11.1,17,3,10,3.3,0.82,0.27,0,0,2.131,5.408,11.52,29.9,0.65,4,Reroute,-0.279,39.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,6,Dharampeth,21.1409684,79.0624344,2025-04-08,18,1,52,Very High,9.5,22,2,10,5.0,0.87,0.43,0,0,1.903,7.311,12.02,41.92,0.43,4,Reroute,0.061,36.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,7,Law College Square,21.1468151,79.0618908,2025-04-08,18,1,54,High,16.6,12,4,10,2.5,0.9,0.22,0,0,0.653,7.964,2.36,44.28,1.38,4,Normal,0.038,34.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,8,Ambazari Lake,21.1286919,79.0457448,2025-04-08,18,1,52,High,15.1,12,4,10,2.5,0.87,0.22,0,0,2.62,10.584,10.41,54.69,1.26,4,Normal,-0.037,36.0,Almost Full,Same Route
R1,Sitabuldi to Hingna MIDC,9,VNIT Main Gate,21.1260843,79.0497523,2025-04-08,18,1,45,Very High,12.7,19,3,10,3.3,0.75,0.25,0,0,0.507,11.091,2.4,57.09,0.67,4,Reroute,-0.135,43.0,Seats Available,Use R3
R1,Sitabuldi to Hingna MIDC,10,Bajaj Nagar,21.1275893,79.0615901,2025-04-08,18,1,65,Very High,11.0,21,2,10,5.0,1.08,0.54,1,0,1.239,12.33,6.76,63.85,0.52,4,Add Bus,0.444,23.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,11,Laxmi Nagar,21.1254686,79.0639778,2025-04-08,18,1,45,Very High,9.8,25,2,10,5.0,0.75,0.38,0,0,0.342,12.672,2.09,65.94,0.39,4,Reroute,-0.308,43.0,Seats Available,Use R3
R1,Sitabuldi to Hingna MIDC,12,Subhash Nagar,21.1233162,79.0420532,2025-04-08,18,1,65,Very High,10.0,15,3,10,3.3,1.08,0.36,1,0,2.287,14.959,13.72,79.66,0.67,4,Add Bus,0.444,23.0,Bus Full,Use R3
R1,Sitabuldi to Hingna MIDC,13,Wadi T-Point,21.1491394,78.9777061,2025-04-08,18,1,59,Very High,10.4,26,4,10,2.5,0.98,0.25,0,0,7.265,22.224,41.91,121.57,0.4,4,Reroute,-0.092,29.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,14,Hingna T-Point,21.1230151,79.0378219,2025-04-08,18,1,55,Very High,12.1,22,3,10,3.3,0.92,0.31,0,0,6.878,29.102,34.11,155.68,0.55,4,Reroute,-0.068,33.0,Almost Full,Use R3
R1,Sitabuldi to Hingna MIDC,15,Hingna Village,21.0751769,78.9683723,2025-04-08,18,1,48,Very High,10.9,25,2,10,5.0,0.8,0.4,0,0,8.956,38.058,49.3,204.98,0.44,4,Reroute,-0.127,40.0,Seats Available,Use R3
R1,Sitabuldi to Hingna MIDC,16,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-08,18,1,66,High,18.5,15,3,10,3.3,1.1,0.37,1,0,4.531,42.589,14.7,219.68,1.23,4,Add Bus,0.375,22.0,Bus Full,Same Route
